,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
281,2,TABANAN,15,176,9,1890,0,64,24,2130,2021-01-03,0,21,0,15,24,2094,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,488.81,14.69,550.7707347970066,5.0,1.147439030827097,0.14285714285714285,3.3711758725700114,3.0,2.0,9
282,3,BADUNG,-2,302,16,2928,1,65,15,3295,2021-01-03,0,28,0,22,15,3245,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,535.64,10.57,243.84375792492213,7.142857142857143,1.1611607520234388,0.2857142857142857,1.7182856808442848,1.97,inf,1
283,4,DENPASAR,9,302,30,4446,0,108,39,4856,2021-01-03,0,48,2,82,37,4726,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,552.38,12.29,443.6365456411003,12.142857142857142,1.3812859479667958,0.2857142857142857,1.39802388357157,2.22,8.75,8
284,5,GIANYAR,2,181,6,2148,1,84,9,2413,2021-01-03,0,29,2,32,7,2352,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,487.74,16.98,181.91777720731957,12.714285714285714,2.569949551024038,0.42857142857142855,3.4321820633114295,3.48,0.8,4
285,6,BANGLI,5,13,0,897,0,39,5,949,2021-01-03,0,58,0,4,5,887,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,426.57,17.53,224.74536350315094,13.285714285714286,5.9718053730837255,0.2857142857142857,7.879572444420472,4.11,4.0,2
286,7,KLUNGKUNG,0,28,2,954,0,22,2,1004,2021-01-03,0,19,0,4,2,981,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,571.84,12.53,113.91273145643123,13.571428571428571,7.729792491686405,0.2857142857142857,7.136632625745416,2.19,inf,7
287,8,KARANGASEM,6,42,4,996,0,52,10,1090,2021-01-03,0,24,0,2,10,1064,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,266.84,12.73,244.8058322541476,14.857142857142858,3.6371152220616216,0.2857142857142857,3.116378244595299,4.77,9.0,6
288,9,BULELENG,-4,33,7,1290,0,68,3,1391,2021-01-03,0,41,0,16,3,1334,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,215.36,10.53,46.44732177001454,11.857142857142858,1.8357750985291459,0.2857142857142857,1.63030099412751,4.89,-0.875,3
289,10,KABUPATEN LAINNYA,8,10,0,47,0,1,8,58,2021-01-03,0,5,3,34,5,19,0,0,Kabupaten lainnya,,,,,,,,,,,,,,10.857142857142858,,0.14285714285714285,,1.72,-0.4666666666666667,0
290,1,JEMBRANA,-1,69,3,815,3,28,5,912,2021-01-04,0,26,1,20,4,866,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,336.01,10.32,184.21430755683932,6.0,2.210571690682072,0.5714285714285714,3.8021833079731637,3.07,-0.8717948717948718,5
291,2,TABANAN,-10,166,25,1915,0,64,15,2145,2021-01-04,0,21,3,18,12,2106,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,492.25,14.69,344.2317092481291,6.857142857142857,1.57363067084859,0.42857142857142855,3.3711758725700114,2.98,0.6666666666666667,9
292,3,BADUNG,-7,295,24,2952,1,66,18,3313,2021-01-04,0,28,0,22,18,3263,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,538.57,10.73,292.61250950990654,8.714285714285714,1.4166161174685952,0.5714285714285714,1.7442956816896096,1.99,2.6,1
293,4,DENPASAR,-19,283,64,4510,1,109,46,4902,2021-01-04,0,48,3,85,43,4769,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,557.62,12.4,523.2636179356568,15.0,1.7062944063119243,0.7142857142857143,1.4105367092178573,2.22,22.0,8
294,5,GIANYAR,4,185,7,2155,1,85,12,2425,2021-01-04,0,29,4,36,8,2360,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,490.17,17.18,242.5570362764261,15.285714285714286,3.0897146287592374,0.8571428571428571,3.472608236024167,3.51,0.19999999999999996,4
295,6,BANGLI,-3,10,4,901,0,39,1,950,2021-01-04,0,58,0,4,1,888,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,427.02,17.53,44.94907270063019,15.0,6.742360905094529,0.8571428571428571,7.879572444420472,4.11,-0.6666666666666667,2
296,7,KLUNGKUNG,0,28,1,955,0,22,1,1005,2021-01-04,0,19,0,4,1,982,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,572.41,12.53,56.956365728215616,14.0,7.9738912019501855,0.8571428571428571,7.136632625745416,2.19,-0.875,7
297,8,KARANGASEM,-1,41,1,997,0,52,0,1090,2021-01-04,0,24,0,2,0,1064,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,266.84,12.73,0.0,13.285714285714286,3.252420342805104,0.42857142857142855,3.116378244595299,4.77,-1.0,6
298,9,BULELENG,-2,31,2,1292,1,69,1,1392,2021-01-04,0,41,0,16,1,1335,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,215.52,10.68,15.482440590004845,11.285714285714286,1.747304009443404,0.5714285714285714,1.6535246550125176,4.96,-0.9333333333333333,3
299,10,KABUPATEN LAINNYA,19,29,0,47,0,1,19,77,2021-01-04,0,5,3,37,16,35,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.428571428571429,,0.42857142857142855,,1.3,0.05555555555555558,0
300,1,JEMBRANA,-3,66,4,819,0,28,1,913,2021-01-05,0,26,0,20,1,867,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,336.38,10.32,36.842861511367865,5.0,1.8421430755683932,0.2857142857142857,3.8021833079731637,3.07,-0.9782608695652174,5
301,2,TABANAN,26,192,8,1923,0,64,34,2179,2021-01-05,0,21,0,18,34,2140,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,500.05,14.69,780.2585409624261,8.142857142857142,1.868686421632701,0.14285714285714285,3.3711758725700114,2.94,1.8333333333333335,9
302,3,BADUNG,-5,290,17,2969,1,67,13,3326,2021-01-05,0,28,1,23,12,3275,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,540.68,10.89,211.33125686826585,9.857142857142858,1.6024018377923455,0.2857142857142857,1.7703056825349346,2.01,12.0,1
303,4,DENPASAR,21,304,29,4539,0,109,50,4952,2021-01-05,0,48,7,92,43,4812,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,563.3,12.4,568.7648021039747,16.857142857142858,1.9175499042362578,0.2857142857142857,1.4105367092178573,2.2,49.0,8
304,5,GIANYAR,-24,161,41,2196,0,85,17,2442,2021-01-05,0,29,2,38,15,2375,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,493.6,17.18,343.6224680582703,19.285714285714285,3.8982380830139904,0.2857142857142857,3.472608236024167,3.48,inf,4
305,6,BANGLI,14,24,1,902,0,39,15,965,2021-01-05,1,59,0,4,14,902,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,433.76,17.53,674.2360905094529,21.285714285714285,9.56773118913414,0.14285714285714285,7.879572444420472,4.04,14.0,2
306,7,KLUNGKUNG,3,31,2,957,0,22,5,1010,2021-01-05,0,19,0,4,5,987,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,575.26,12.53,284.78182864107805,19.285714285714285,10.984441961870154,0.14285714285714285,7.136632625745416,2.18,-0.736842105263158,7
307,8,KARANGASEM,0,41,1,998,0,52,1,1091,2021-01-05,0,24,0,2,1,1065,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,267.08,12.73,24.48058322541476,19.285714285714285,4.72125533632999,0.14285714285714285,3.116378244595299,4.77,0.0,6
308,9,BULELENG,2,33,7,1299,0,69,9,1401,2021-01-05,0,41,0,16,9,1344,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,216.91,10.68,139.3419653100436,15.714285714285714,2.432954949857904,0.14285714285714285,1.6535246550125176,4.93,-0.7352941176470589,3
309,10,KABUPATEN LAINNYA,21,50,0,47,0,1,21,98,2021-01-05,0,5,7,44,14,49,0,0,Kabupaten lainnya,,,,,,,,,,,,,,16.857142857142858,,0.0,,1.02,0.6153846153846154,0
310,1,JEMBRANA,50,116,4,823,1,29,55,968,2021-01-06,0,26,1,21,54,921,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,356.64,10.68,2026.3573831252327,17.571428571428573,6.473817094140354,0.14285714285714285,3.9348176094140883,3.0,0.10000000000000009,5
311,2,TABANAN,1,193,27,1950,2,66,30,2209,2021-01-06,0,21,-3,15,33,2173,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,506.94,15.15,688.4634184962582,19.428571428571427,4.458620234071006,0.42857142857142855,3.4767402634061044,2.99,0.7647058823529411,9
312,3,BADUNG,-40,250,62,3031,1,68,23,3349,2021-01-06,-1,27,-11,12,35,3310,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,544.42,11.05,373.8937621515472,20.571428571428573,3.3441429658275035,0.5714285714285714,1.7963156833802598,2.03,0.5333333333333334,1
313,4,DENPASAR,13,317,34,4573,2,111,49,5001,2021-01-06,0,48,-16,76,65,4877,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,568.88,12.63,557.3895060618953,26.857142857142858,3.0550795084442073,0.8571428571428571,1.4366998901146404,2.22,8.8,8
314,5,GIANYAR,2,163,9,2205,0,85,11,2453,2021-01-06,0,29,-7,31,18,2393,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,495.83,17.18,222.34394992005724,28.285714285714285,5.717415855087187,0.8571428571428571,3.472608236024167,3.47,10.0,4
315,6,BANGLI,4,28,2,904,0,39,6,971,2021-01-06,-1,58,1,5,6,908,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,436.46,17.53,269.69443620378115,27.857142857142858,12.521527395175552,0.8571428571428571,7.879572444420472,4.02,-0.33333333333333337,2
316,7,KLUNGKUNG,-6,25,8,965,0,22,2,1012,2021-01-06,0,19,-3,1,5,992,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,576.4,12.53,113.91273145643123,25.142857142857142,14.320457668808494,0.8571428571428571,7.136632625745416,2.17,-0.9047619047619048,7
317,8,KARANGASEM,4,45,3,1001,0,52,7,1098,2021-01-06,-1,23,-2,0,10,1075,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,268.8,12.73,171.36408257790333,18.285714285714285,4.476449504075842,0.7142857142857143,3.116378244595299,4.74,-0.8727272727272728,6
318,9,BULELENG,-1,32,6,1305,1,70,6,1407,2021-01-06,0,41,-3,13,9,1353,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,217.84,10.84,92.89464354002908,14.857142857142858,2.300248316229291,0.5714285714285714,1.6782965599565252,4.98,-0.8,3
319,10,KABUPATEN LAINNYA,2,52,0,47,0,1,2,100,2021-01-06,0,5,-6,38,8,57,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.857142857142858,,0.42857142857142855,,1.0,-0.9130434782608696,0
320,1,JEMBRANA,-23,93,31,854,0,29,8,976,2021-01-07,0,26,0,21,8,929,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,359.59,10.68,294.7428920909429,6.0,2.210571690682072,0.14285714285714285,3.9348176094140883,2.97,-0.8367346938775511,5
321,2,TABANAN,5,198,19,1969,1,67,25,2234,2021-01-07,0,21,0,15,25,2198,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,512.68,15.38,573.7195154135485,8.0,1.8359024493233553,0.2857142857142857,3.5295224588241503,3.0,1.272727272727273,9
322,3,BADUNG,29,279,16,3047,1,69,46,3395,2021-01-07,0,27,2,14,44,3354,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,551.9,11.22,747.7875243030944,13.714285714285714,2.229428643885002,0.42857142857142855,1.8239513092784174,2.03,6.666666666666667,1
323,4,DENPASAR,21,338,45,4618,3,114,69,5070,2021-01-07,0,48,9,85,60,4937,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,576.73,12.97,784.8954269034853,23.285714285714285,2.648818935512797,0.8571428571428571,1.4753758966577106,2.25,33.5,8
324,5,GIANYAR,-6,157,19,2224,0,85,13,2466,2021-01-07,0,29,2,33,11,2404,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,498.45,17.18,262.77012263279494,24.142857142857142,4.880016563180478,0.8571428571428571,3.472608236024167,3.45,0.8571428571428572,4
325,6,BANGLI,3,31,0,904,0,39,3,974,2021-01-07,0,58,0,5,3,911,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,437.8,17.53,134.84721810189058,23.714285714285715,10.659351526149445,0.7142857142857143,7.879572444420472,4.0,-0.5,2
326,7,KLUNGKUNG,3,28,1,966,0,22,4,1016,2021-01-07,0,19,0,1,4,996,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,578.68,12.53,227.82546291286246,24.0,13.669527774771748,0.7142857142857143,7.136632625745416,2.17,1.0,7
327,8,KARANGASEM,5,50,3,1004,0,52,8,1106,2021-01-07,0,23,0,0,8,1083,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,270.76,12.73,195.8446658033181,24.0,5.875339974099543,0.7142857142857143,3.116378244595299,4.7,0.0,6
328,9,BULELENG,8,40,0,1305,0,70,8,1415,2021-01-07,0,41,0,13,8,1361,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,219.08,10.84,123.85952472003876,21.571428571428573,3.3397836129867597,0.5714285714285714,1.6782965599565252,4.95,-0.6799999999999999,3
329,10,KABUPATEN LAINNYA,2,54,3,50,0,1,5,105,2021-01-07,0,5,1,39,4,61,0,0,Kabupaten lainnya,,,,,,,,,,,,,,15.714285714285714,,0.42857142857142855,,0.95,-0.8913043478260869,0
330,1,JEMBRANA,18,111,9,863,0,29,27,1003,2021-01-08,0,26,1,22,26,955,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,369.53,10.68,994.7572608069323,9.714285714285714,3.579020832532878,0.0,3.9348176094140883,2.89,-0.6086956521739131,5
331,2,TABANAN,16,214,39,2008,0,67,55,2289,2021-01-08,0,21,1,16,54,2252,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,525.3,15.38,1262.1829339098067,15.714285714285714,3.6062369540280192,0.0,3.5295224588241503,2.93,3.230769230769231,9
332,3,BADUNG,34,313,20,3067,2,71,56,3451,2021-01-08,0,27,1,15,55,3409,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,561.0,11.54,910.3500295863759,23.285714285714285,3.78538405159641,0.2857142857142857,1.8759713109690674,2.06,17.666666666666668,1
333,4,DENPASAR,32,370,22,4640,0,114,54,5124,2021-01-08,0,48,4,89,50,4987,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,582.87,12.97,614.2659862722927,30.428571428571427,3.4613400813756177,0.2857142857142857,1.4753758966577106,2.22,12.5,8
334,5,GIANYAR,10,167,6,2230,1,86,17,2483,2021-01-08,0,29,4,37,13,2417,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,501.89,17.38,343.6224680582703,31.714285714285715,6.410435958734119,0.42857142857142855,3.5130344087369045,3.46,1.125,4
335,6,BANGLI,11,42,0,904,0,39,11,985,2021-01-08,0,58,0,5,11,922,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,442.75,17.53,494.43979970693204,32.142857142857146,14.447916225202562,0.42857142857142855,7.879572444420472,3.96,0.375,2
336,7,KLUNGKUNG,1,29,2,968,0,22,3,1019,2021-01-08,0,19,0,1,3,999,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,580.39,12.53,170.86909718464685,31.857142857142858,18.144670796274404,0.42857142857142855,7.136632625745416,2.16,-0.4,7
337,8,KARANGASEM,-2,48,3,1007,0,52,1,1107,2021-01-08,0,23,1,1,0,1083,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,271.0,12.73,24.48058322541476,28.142857142857142,6.889535564866725,0.42857142857142855,3.116378244595299,4.7,-0.962962962962963,6
338,9,BULELENG,-5,35,9,1314,1,71,5,1420,2021-01-08,0,41,1,14,4,1365,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,219.85,10.99,77.41220295002422,21.0,3.2513125239010177,0.5714285714285714,1.7015202208415328,5.0,-0.9090909090909091,3
339,10,KABUPATEN LAINNYA,-2,52,4,54,0,1,2,107,2021-01-08,0,5,0,39,2,63,0,0,Kabupaten lainnya,,,,,,,,,,,,,,13.285714285714286,,0.2857142857142857,,0.93,-0.9642857142857143,0
340,1,JEMBRANA,-1,110,14,877,0,29,13,1016,2021-01-09,0,26,2,24,11,966,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,374.32,10.68,478.95719964778226,7.428571428571429,2.736898283701613,0.2857142857142857,3.9348176094140883,2.85,-0.7592592592592593,5
341,2,TABANAN,20,234,24,2032,1,68,45,2334,2021-01-09,0,21,3,19,42,2294,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,535.62,15.61,1032.6951277443873,11.428571428571429,2.62271778474765,0.2857142857142857,3.5823046542421966,2.91,1.6470588235294117,9
342,3,BADUNG,-1,312,24,3091,1,72,24,3475,2021-01-09,0,27,0,15,24,3433,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,564.9,11.7,390.15001267987543,13.285714285714286,2.159758998763596,0.42857142857142855,1.9019813118143925,2.07,1.1818181818181817,1
343,4,DENPASAR,15,385,27,4667,0,114,42,5166,2021-01-09,1,49,8,97,33,5020,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,587.65,12.97,477.76243376733885,18.857142857142858,2.145055825077848,0.42857142857142855,1.4753758966577106,2.21,13.0,8
344,5,GIANYAR,14,181,14,2244,1,87,29,2512,2021-01-09,0,29,7,44,22,2439,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,507.75,17.59,586.1795043346964,22.857142857142858,4.620134024312878,0.5714285714285714,3.555481890085279,3.46,28.0,4
345,6,BANGLI,9,51,4,908,0,39,13,998,2021-01-09,0,58,0,5,13,935,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,448.59,17.53,584.3379451081925,24.0,10.787777448151244,0.42857142857142855,7.879572444420472,3.91,1.6,2
346,7,KLUNGKUNG,2,31,1,969,0,22,3,1022,2021-01-09,0,19,1,2,2,1001,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,582.09,12.53,170.86909718464685,24.142857142857142,13.750894011526341,0.42857142857142855,7.136632625745416,2.15,0.5,7
347,8,KARANGASEM,7,55,2,1009,0,52,9,1116,2021-01-09,0,23,0,1,9,1092,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,273.2,12.73,220.32524902873286,23.571428571428573,5.770423188847765,0.42857142857142855,3.116378244595299,4.66,-0.3076923076923077,6
348,9,BULELENG,8,43,0,1314,1,72,9,1429,2021-01-09,0,41,1,15,8,1373,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,221.24,11.15,139.3419653100436,18.428571428571427,2.8531926230151785,0.42857142857142855,1.7262921257855404,5.04,-0.8,3
349,10,KABUPATEN LAINNYA,2,54,0,54,0,1,2,109,2021-01-09,0,5,0,39,2,65,0,0,Kabupaten lainnya,,,,,,,,,,,,,,15.285714285714286,,0.2857142857142857,,0.92,-0.9166666666666666,0
350,1,JEMBRANA,23,133,1,878,1,30,25,1041,2021-01-10,0,26,0,24,25,991,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,383.53,11.05,921.0715377841966,12.857142857142858,4.736939337175868,0.42857142857142855,4.071136197006149,2.88,-0.40476190476190477,5
351,2,TABANAN,11,245,11,2043,0,68,22,2356,2021-01-10,0,21,0,19,22,2316,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,540.67,15.61,504.87317356392265,11.857142857142858,2.7210697016756873,0.2857142857142857,3.5823046542421966,2.89,-0.24137931034482762,9
352,3,BADUNG,33,345,14,3105,1,73,48,3523,2021-01-10,0,27,2,17,46,3479,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,572.71,11.87,780.3000253597509,16.857142857142858,2.7403393747753153,0.42857142857142855,1.9296169377125503,2.07,2.6923076923076925,1
353,4,DENPASAR,-13,372,50,4717,0,114,37,5203,2021-01-10,-1,48,10,107,28,5048,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,591.86,12.97,420.88595355694133,21.714285714285715,2.4700642834229765,0.42857142857142855,1.4753758966577106,2.19,11.333333333333334,8
354,5,GIANYAR,2,183,19,2263,0,87,21,2533,2021-01-10,0,29,1,45,20,2459,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,512.0,17.59,424.47481348374566,23.428571428571427,4.7356373749206995,0.42857142857142855,3.555481890085279,3.43,1.3333333333333335,4
355,6,BANGLI,-7,44,7,915,0,39,0,998,2021-01-10,0,58,0,5,0,935,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,448.59,17.53,0.0,22.142857142857142,9.953008955139541,0.2857142857142857,7.879572444420472,3.91,-1.0,2
356,7,KLUNGKUNG,2,33,1,970,0,22,3,1025,2021-01-10,0,19,1,3,2,1003,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,583.8,12.53,170.86909718464685,22.285714285714285,12.693132933716623,0.2857142857142857,7.136632625745416,2.15,0.5,7
357,8,KARANGASEM,-2,53,4,1013,0,52,2,1118,2021-01-10,0,23,0,1,2,1094,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,273.69,12.73,48.96116645082952,19.0,4.651310812828805,0.14285714285714285,3.116378244595299,4.65,-0.92,6
358,9,BULELENG,5,48,1,1315,1,73,7,1436,2021-01-10,0,41,0,15,7,1380,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,222.33,11.3,108.37708413003392,16.857142857142858,2.6098971280293886,0.2857142857142857,1.7495157866705475,5.08,-0.6818181818181819,3
359,10,KABUPATEN LAINNYA,0,54,4,58,0,1,4,113,2021-01-10,0,5,0,39,4,69,0,0,Kabupaten lainnya,,,,,,,,,,,,,,10.571428571428571,,0.14285714285714285,,0.88,-0.9166666666666666,0
